Data,godz,deman,supply,wind_prod,reserve,cro,SE4,rdn
20180614,7,18550,15306,315,1663,205.12,469.93,204.82
20180614,8,20750,17478,246,1861,234.35,531.61,235
20180614,9,21750,18474,232,1951,234.35,574.65,272.02
20180614,10,22050,18764,236,1978,234.35,543.05,290.8
20180614,11,22125,18837,241,1985,235,658.71,290
20180614,12,22475,19188,241,2016,235,481.27,310
20180614,13,22625,19328,232,2030,274.74,480.67,315
20180614,14,22575,19281,226,2025,274.74,478.54,315
20180614,15,22400,19105,226,2010,234.35,476.82,310
20180614,16,22275,18998,230,1998,234.35,473.37,272.02
20180614,17,21925,18657,236,1967,234.35,465.07,258.24
20180614,18,21575,18299,243,1935,234.35,473.47,245
20180614,19,21225,17938,253,1904,234.35,513.18,245
20180614,20,21200,17892,271,1902,234.35,526.44,245.6
20180614,21,21200,17878,303,1902,274.74,478.03,241.38
20180614,22,21025,17669,346,1886,234.35,474.99,234
20180614,23,19900,16586,390,1785,207.2,469.63,235
20180614,24,18400,15107,413,1650,175.91,417.16,200.87
20180615,1,17000,13674,508,1524,164.29,407.8,189.49
20180615,2,16275,12923,535,1458,159.94,394.46,177
20180615,3,15925,12569,540,1427,159.82,384.79,174
20180615,4,15775,12440,519,1413,159.82,374.31,173
20180615,5,15475,12173,468,1386,164.41,384.08,172.97
20180615,6,15850,12625,380,1420,187,426.73,178
20180615,7,18425,15261,276,1652,213.89,488.93,209.48
20180615,8,20575,17398,190,1845,287.3,609.97,247
20180615,9,21750,18586,152,1951,279.41,645.6,272.99
20180615,10,22150,18971,151,1987,392.36,621.67,360
20180615,11,22225,19037,163,1994,372.38,586.55,340.02
20180615,12,22575,19376,176,2025,393.39,577.49,357.03
20180615,13,22725,19496,187,2039,407.64,546.75,370
20180615,14,22625,19381,201,2030,350,501.25,357.03
20180615,15,22375,19108,223,2007,300,486.18,305.18
20180615,16,22350,19078,252,2005,279.38,487.71,305
20180615,17,22025,18744,282,1976,273.46,489.24,266.41
20180615,18,21675,18356,325,1944,273.46,496.16,250
20180615,19,21325,17944,386,1913,234.35,536.27,243
20180615,20,21300,17835,467,1911,273.46,559.88,248
20180615,21,21300,17758,562,1911,273.36,557.34,243
20180615,22,21100,17482,653,1893,234.35,535.86,235
20180615,23,19975,16381,718,1793,202.89,488.93,225
20180615,24,18375,14820,723,1649,197.89,463.79,199.02
20180616,1,17050,13735,551,1535,177.89,446.75,186.01
20180616,2,16200,12959,496,1459,177.89,423.66,175
20180616,3,15775,12617,441,1421,177.89,417.15,171
20180616,4,15575,12465,392,1403,177.89,414.1,169
20180616,5,15050,11972,341,1355,177.89,409.83,167.1
20180616,6,14900,11891,264,1342,177.45,419.9,167.24
20180616,7,16125,13168,180,1452,213.66,427.63,175.08
20180616,8,17825,14881,115,1605,234.35,444.72,191
20180616,9,19175,16247,90,1727,234.35,466.18,244.87
20180616,10,20050,17109,91,1805,234.35,471.98,330
20180616,11,20250,17304,99,1823,234.35,474.11,338
20180616,12,20475,17523,106,1844,255,470.25,360
20180616,13,20250,17273,111,1823,234.35,461.8,360
20180616,14,19900,16916,120,1792,234.35,456.41,314.21
20180616,15,19125,16125,144,1722,228.88,452.75,269.21
20180616,16,18850,15836,182,1697,232.22,452.34,230
20180616,17,18500,15440,227,1666,234.35,454.89,205
20180616,18,18275,15157,282,1646,234.35,463.13,195
20180616,19,18175,14994,343,1637,228.88,468.11,198.23
20180616,20,18200,14942,413,1639,228.88,476.04,200.61
20180616,21,18150,14824,499,1634,221.16,468.72,198.23
20180616,22,18250,14856,590,1643,177.89,464.45,198.23
20180616,23,17475,14072,667,1574,177.45,468.92,193.63
20180616,24,16300,12915,695,1468,176.89,450,176.51
20180617,1,15125,11708,796,1358,155.91,448.95,172.49
20180617,2,14325,10898,805,1286,143.91,430.73,171
20180617,3,13900,10479,800,1248,143.91,413.64,171
20180617,4,13625,10235,768,1223,143.91,409.55,169.45
20180617,5,13025,9679,705,1169,150.91,405.25,169.43
20180617,6,12825,9603,580,1151,160.89,405.66,167.1
20180617,7,13500,10423,414,1212,208.02,414.97,169.38
20180617,8,14425,11486,255,1295,216.65,424.49,169.43
20180617,9,15525,12649,165,1394,227.14,446.49,184.29
20180617,10,16475,13605,140,1480,234.35,458.16,194.99
20180617,11,17075,14195,137,1534,234.35,464.81,197.92
20180617,12,17275,14382,148,1552,233.07,467.68,207.57
20180617,13,17300,14437,173,1554,233.04,465.12,210
20180617,14,17200,14322,193,1545,227.17,459.28,202.42
20180617,15,16975,14095,200,1525,175.85,452.73,196.37
20180617,16,16625,13749,209,1493,175.85,450.69,189.67
20180617,17,16500,13622,221,1482,175.89,450.89,188.55
20180617,18,16575,13640,229,1489,217.91,452.94,188.55
20180617,19,16675,13749,239,1498,175.85,452.02,190.6
20180617,20,16950,13985,263,1523,175.89,460.82,197.92
20180617,21,17225,14235,298,1547,208.76,466.86,207.39
20180617,22,17650,14648,342,1586,175.89,469.21,216.74
20180617,23,17200,14167,391,1545,207.55,468.8,197.92
20180617,24,15950,12887,423,1433,207.55,454.37,180.3
20180618,1,15050,11901,495,1352,170,444.75,171.44
20180618,2,14625,11466,505,1313,170,414.46,169.44
20180618,3,14450,11276,520,1298,165.91,399.21,169.43
20180618,4,14400,11201,545,1293,165.89,385.7,169.43
20180618,5,14200,10984,562,1275,165.89,376.8,169.43
20180618,6,14950,11770,515,1343,165.91,418.04,170.99
20180618,7,17950,14816,414,1612,207.55,457.24,218.37
20180618,8,20375,17193,331,1830,234.35,553.13,250
20180618,9,21725,18543,317,1951,234.35,519.97,356.14
20180618,10,22325,19092,342,2005,234.35,480.06,377.3
20180618,11,22450,19186,380,2017,270.92,470.64,357
20180618,12,22900,19572,422,2057,276.77,466.55,437
20180618,13,23100,19751,469,2075,276.8,460.31,450
20180618,14,22925,19513,516,2059,276.77,460.72,410
20180618,15,22525,19091,559,2024,270.95,458.87,342
20180618,16,22350,18880,600,2008,270.92,460.31,310.15
20180618,17,22000,18532,618,1977,290.5,456.21,292.52
20180618,18,21600,18155,599,1941,276.8,466.04,261.79
20180618,19,21375,17961,559,1921,290.7,499.2,246
20180618,20,21425,18043,508,1925,290.4,510.35,249
20180618,21,21425,18083,471,1925,276.8,507.48,250
20180618,22,21075,17777,458,1894,276.77,459.49,232
20180618,23,19800,16584,464,1779,225.65,452.33,227.97
20180618,24,18250,15046,498,1640,194.89,425.62,194.84
20180619,1,17050,13711,562,1532,191.74,406.32,179
20180619,2,16325,12905,643,1467,171.89,379.27,172.06
20180619,3,15875,12392,705,1426,170.89,348.73,171
20180619,4,15800,12271,751,1420,169.89,274.84,169.45
20180619,5,15475,11898,797,1390,169.89,276.48,169.42
20180619,6,15900,12311,798,1429,170.89,358.87,169.45
20180619,7,18400,14816,752,1654,207.55,427.74,202.56
20180619,8,20525,16789,771,1845,257.78,455.82,233
20180619,9,21600,17694,917,1942,290.8,456.94,260
20180619,10,22025,17879,1143,1980,272.54,454.79,270
20180619,11,22125,17765,1378,1989,272.51,452.95,255
20180619,12,22375,17835,1541,2011,272.54,450.49,260
20180619,13,22500,17895,1624,2023,278.41,449.57,260
20180619,14,22450,17782,1666,2018,272.51,448.64,250.12
20180619,15,22225,17562,1680,1998,234.35,446.8,248.03
20180619,16,22050,17421,1655,1982,257.78,442.19,245.93
20180619,17,21700,17146,1588,1951,258.82,436.55,230
20180619,18,21350,16944,1444,1919,234.35,444.03,227
20180619,19,21175,16939,1273,1903,221.16,450.59,230
20180619,20,21175,17102,1104,1903,234.35,455.92,241.64
20180619,21,21100,17152,978,1897,234.35,509.93,241.99
20180619,22,20875,17008,913,1876,272.37,509.93,233
20180619,23,19925,16164,887,1791,236.87,441.27,236.67
20180619,24,18450,14769,854,1658,201.32,421.08,201
20180620,1,17000,13519,771,1528,171.89,423.39,188.09
20180620,2,16250,12796,742,1460,158.46,396.15,175
20180620,3,15900,12497,689,1429,158.34,392.75,170
20180620,4,15850,12513,622,1424,158.46,392.33,167.86
20180620,5,15425,12158,552,1386,160.91,382.94,167.86
20180620,6,15850,12664,463,1424,165.91,422.35,170
20180620,7,18300,15145,392,1645,199,477.03,210
20180620,8,20475,17237,356,1840,272,574.62,260
20180620,9,21600,18343,357,1942,388,538,381.87
20180620,10,22100,18773,411,1987,589.15,510.97,425
20180620,11,22250,18858,500,2000,591.44,470.43,408.8
20180620,12,22575,19088,576,2029,729.13,463.93,500
20180620,13,22700,19183,624,2041,649.44,457.43,501
20180620,14,22575,19002,662,2029,669.53,450.62,480
20180620,15,22350,18785,683,2009,380,447.42,392
20180620,16,22250,18697,689,2000,375.67,434.84,375.67
20180620,17,21900,18374,665,1969,350,432.77,337
20180620,18,21600,18144,592,1942,360.2,444.84,305
20180620,19,21325,17958,498,1917,290.8,451.45,278.05
20180620,20,21375,18066,422,1921,364.69,449.38,285.74
20180620,21,21250,17970,391,1910,368.76,444.22,286.05
20180620,22,21050,17794,418,1892,345.14,439.99,265.99
20180620,23,19850,16605,492,1784,241.45,436.59,240.1
20180620,24,18375,15071,571,1651,205.95,428.75,205.45
20180621,1,16963,13305,909,1524,189.97,398.66,184
20180621,2,16200,12349,1102,1456,169.89,390.55,173
20180621,3,15850,11885,1217,1424,161.97,360.12,168.55
20180621,4,15775,11769,1259,1417,160.91,381.19,168.56
20180621,5,15425,11433,1246,1386,160.91,359.82,168.5
20180621,6,16025,12150,1119,1440,160.91,404.63,170.45
20180621,7,18600,14891,917,1671,199,446.45,202.62
20180621,8,20900,17231,759,1878,271.32,516.34,251.57
20180621,9,22075,18347,787,1984,455.8,563.72,350.33
20180621,10,22525,18561,1010,2024,619.91,465.16,347.4
20180621,11,22638,18382,1322,2034,452.91,456.73,310
20180621,12,22963,18367,1644,2063,277.18,453.96,300
20180621,13,23150,18274,1942,2080,277.18,449.74,320
20180621,14,23138,18003,2183,2079,221.16,445.94,288.7
20180621,15,22763,17472,2358,2046,220,442.45,255
20180621,16,22600,17176,2530,2031,213.4,437.82,254.55
20180621,17,22275,16752,2639,2002,271.29,430.83,248.37
20180621,18,21788,16250,2656,1958,221.16,430.63,227.27
20180621,19,21475,15861,2732,1930,199,430.22,225
20180621,20,21538,15749,2887,1936,199,431.24,222.46
20180621,21,21438,15581,2956,1927,199,429.81,220.93
20180621,22,21163,15347,2946,1902,203.58,414.9,219.02
20180621,23,19925,14193,2938,1791,201.89,398.66,190
20180621,24,18475,12761,2935,1660,161.85,226.31,175
20180622,1,17050,11158,3177,1532,168.89,163.44,164.83
20180622,2,16238,10349,3176,1459,160.64,156.74,159.19
20180622,3,15825,9924,3184,1422,160.76,134.89,159.19
20180622,4,15738,9880,3142,1414,170.89,46.99,159.19
20180622,5,15400,9548,3137,1384,165.89,44.72,159.19
20180622,6,15850,9916,3210,1424,168.89,106.97,159.19
20180622,7,18300,12212,3326,1645,188.88,333.37,175
20180622,8,20363,14122,3414,1830,199,423.64,209.53
20180622,9,21425,15157,3389,1926,199,437.86,218.49
20180622,10,21950,15734,3322,1973,199,440.23,230
20180622,11,22150,16024,3249,1991,199,437.34,230
20180622,12,22400,16356,3147,2014,199,417.97,242.93
20180622,13,22450,16534,3037,2018,200,398.8,249
20180622,14,22325,16502,2924,2007,202.39,367.89,253.31
20180622,15,22025,16374,2778,1980,202.76,342.54,252
20180622,16,21850,16423,2588,1964,202.88,361.5,250
20180622,17,21550,16354,2360,1937,202.63,344.91,247.93
20180622,18,21138,16202,2100,1900,202.63,382.11,245
20180622,19,20900,16247,1817,1879,213.4,418.49,247.93
20180622,20,20900,16491,1551,1879,220,414.78,264
20180622,21,20700,16436,1408,1861,213.4,376.34,264
20180622,22,20350,16132,1394,1829,220,368.4,247.93
20180622,23,19425,15235,1443,1746,221.16,370.67,235
20180622,24,18125,13872,1525,1629,171.2,342.85,189
