,index,date,hour,rdn,rds,demand,supply1,supply2,supply3,supply4,wind,reserve,cro,se,weekdays,month,lag_rdn_24,lag_rdn_25,lag_rdn_26,lag_rdn_48,lag_rdn_72,lag_rdn_96,lag_rdn_168,lag_cro_72,lag_se_24,lag_se_48,lag_se_72,ma_rdn_24,ma_rdn_48,ma_rdn_72,ma_rdn_96,ma_rdn_168,med_rdn_24,med_rdn_48,med_rdn_72,med_rdn_96,med_rdn_168,sd_rdn_24,sd_rdn_48,sd_rdn_72,sd_rdn_96,sd_rdn_168,ma_cro_24,ma_cro_48,ma_cro_72,ma_cro_96,ma_cro_168,med_cro_24,med_cro_48,med_cro_72,med_cro_96,med_cro_168,sd_cro_24,sd_cro_48,sd_cro_72,sd_cro_96,sd_cro_168,day
695,695,14/07/2019,24,159.55,160.9,15350,23505,4347,11822,3528,500,1376,250.87,394.82,6,7,189.0,229.0,232.0,230.0,230.5,229.0,137.54,73.74,389.74,391.01,367.02,231.1075,247.976666667,249.899305556,245.842083333,221.925,231.895,238.815,242.055,239.5,224.45,23.2766029663,36.0249594524,34.3672796125,31.5311373563,48.0181591399,135.225,191.833958333,205.244583333,211.0084375,224.803869048,72.24,258.98,242.43,242.37,242.37,90.9382116557,102.191250109,86.2493876188,75.7564001441,63.8106415855,13
696,696,15/07/2019,1,220.0,235.24,14450,23705,4339,10937,3513,494,1298,218.91,390.07,0,7,160.0,189.0,229.0,220.0,224.55,210.0,197.46,201.08,378.25,389.43,390.85,228.6075,246.631875,249.204861111,245.2071875,222.149285714,231.895,238.815,242.055,239.5,224.45,27.3816073225,38.0651096545,35.6655062377,32.6320394286,47.6366160753,132.8125,194.416458333,205.131805556,210.979583333,224.803333333,72.24,258.98,242.43,242.37,242.37,88.2403681281,100.787272869,86.2494515243,75.7596828054,63.8108415663,14
697,697,15/07/2019,2,212.0,220.97,13900,23705,4245,10482,3418,415,1248,218.91,385.96,0,7,153.0,160.0,189.0,204.75,217.05,215.0,197.44,201.08,369.71,388.37,388.0,226.45125,245.2975,248.34375,244.5475,222.38422619,231.895,238.815,242.055,239.5,224.45,31.1238992908,40.1876303876,37.2176744488,33.839753203,47.1929713063,129.944583333,197.063958333,205.019027778,210.887708333,224.803511905,72.24,258.98,242.43,242.37,242.37,84.6357071823,99.2136455255,86.2493658872,75.7663536001,63.8107747377,14
698,698,15/07/2019,3,210.0,215.91,13650,23705,4188,10289,3361,353,1226,218.91,384.58,0,7,149.53,153.0,160.0,204.82,217.05,214.75,190.0,201.2,359.26,393.23,382.81,224.1475,243.890833333,247.437916667,243.851666667,222.679047619,231.895,238.815,242.055,239.5,224.45,34.6420370736,42.322384693,38.8065923664,35.0897888181,46.5744988979,127.009583333,195.850208333,204.995,210.795833333,224.804404762,72.24,257.935,242.43,242.37,242.37,80.6351604439,98.7895310908,86.2501970277,75.7727642038,63.8104414306,14
699,699,15/07/2019,4,210.0,215.91,13650,23705,4140,10338,3312,304,1226,218.79,370.97,0,7,142.53,149.53,153.0,204.75,220.0,207.0,190.0,201.08,356.31,389.74,380.91,221.555,242.276875,246.5425,243.083020833,222.946964286,231.895,238.815,242.055,239.5,224.45,38.292623197,44.6651544012,40.4612982794,36.4798763017,45.9758295619,124.25375,194.41625,204.970972222,210.703958333,224.76797619,72.24,254.51,242.43,242.37,242.37,76.6675103124,98.1893802947,86.2510552727,75.7792087231,63.8222975561,14
700,700,15/07/2019,5,206.6,215.91,13450,23705,4086,10192,3258,248,1208,218.79,368.55,0,7,142.27,142.53,149.53,204.75,220.0,215.0,180.0,200.96,350.4,378.25,375.94,218.951666667,240.6575,245.532361111,242.429583333,223.246190476,231.895,238.815,242.055,239.5,224.45,41.4763011083,46.8458573976,42.1331959551,37.7102790933,45.2767515102,121.83625,192.840625,204.950277778,210.672604167,224.729404762,72.24,252.13,242.43,242.37,242.37,73.0646786617,97.4466998755,86.2518474017,75.7826468992,63.8347894346,14
701,701,15/07/2019,6,211.99,215.91,14050,23705,4025,10839,3211,180,1262,218.79,388.7,0,7,140.51,142.27,142.53,204.75,220.0,215.0,197.46,201.2,350.29,369.71,381.33,216.275,239.001458333,244.497777778,241.705729167,223.555654762,231.895,238.815,242.055,239.5,224.45,44.4023013505,48.9494453488,43.7760056222,38.9847219938,44.5217707445,119.515833333,191.626875,204.927916667,210.645,224.587142857,72.24,226.665,242.43,242.37,242.37,69.3805362329,96.9608840665,86.2526187876,75.7856408007,63.8605850828,14
702,702,15/07/2019,7,242.17,240.01,16725,23705,3966,13515,3210,109,1502,245.6,415.29,0,7,140.51,140.51,142.27,215.0,239.18,241.99,236.0,230.53,357.36,359.26,499.59,213.17125,236.945833333,243.088333333,240.697395833,223.829821429,231.895,237.33,241.145,239.5,224.45,47.0214990896,50.9718262536,45.4591883211,40.3283182012,43.8588570654,118.615833333,190.667291667,204.288333333,210.859895833,224.24827381,72.24,215.865,242.37,242.37,241.69,67.7053528753,96.3280007178,85.8837655715,75.8127501635,63.6757383458,14
703,703,15/07/2019,8,240.0,261.09,19150,23705,3921,15887,3263,59,1718,289.3,515.1,0,7,146.03,140.51,140.51,220.0,260.6,255.1,220.0,207.91,366.75,356.31,389.8,210.089166667,234.558958333,241.573472222,239.7465625,224.08,231.895,235.07,240.085,239.5,224.45,48.9395481506,52.5001878918,46.849323658,41.4689621366,43.2873839955,116.773333333,189.01,203.949166667,210.493645833,224.050892857,72.24,204.555,242.37,239.985,241.155,64.4367842332,95.3061784963,85.8196605195,75.7403999144,63.6746768006,14
704,704,15/07/2019,9,262.0,276.16,20450,23705,3905,17204,3246,45,1835,291.24,515.52,0,7,183.57,146.03,140.51,240.17,300.0,278.4,237.0,233.5,383.32,350.4,394.13,207.730833333,232.133333333,240.256388889,239.1275,224.428630952,231.445,232.965,239.91,238.815,224.45,48.7904808888,52.1004769175,47.1315672244,41.8616189493,42.7167243318,123.4925,187.885833333,203.825138889,210.392708333,223.729702381,72.24,204.555,237.905,235.58,238.83,67.9055113503,94.4344732365,85.7697025366,75.7028150555,63.4887327967,14
705,705,15/07/2019,10,290.0,301.27,21063,23705,3947,17775,3288,53,1891,291.24,493.68,0,7,203.29,183.57,146.03,262.5,320.49,298.0,242.0,241.04,389.54,350.29,397.41,205.26375,229.691666667,238.940972222,238.560208333,224.86172619,230.0,231.95,239.5,237.88,224.45,47.3771807861,50.5961228997,46.8178843329,41.9754530518,42.1237393492,130.525833333,186.894375,203.805833333,210.3703125,223.425059524,72.87,204.555,237.27,235.58,238.83,71.035818945,93.6004037522,85.7610467364,75.693327641,63.2805718404,14
706,706,15/07/2019,11,291.29,305.89,21175,23705,3967,17867,3308,72,1902,291.24,475.74,0,7,203.29,203.29,183.57,269.8,320.49,295.95,240.0,224.69,395.03,357.36,401.75,202.4925,227.25,237.654027778,238.01375,225.273928571,216.145,231.895,238.815,237.31,224.45,45.3394871809,48.9213496013,46.5011932502,42.0906295423,41.5647954596,136.882916667,185.53375,203.683472222,210.177604167,223.023095238,73.62,204.555,237.27,233.5,235.58,72.3955808451,92.5383818386,85.7243604038,75.6324173152,63.0550396676,14
707,707,15/07/2019,12,300.0,305.72,21538,23705,3990,18209,3329,95,1935,299.37,466.46,0,7,208.2,203.29,203.29,270.0,322.99,299.73,238.94,240.92,400.3,366.75,399.63,199.9175,224.858541667,236.382777778,237.505729167,225.679880952,205.745,231.445,237.33,237.31,224.45,43.035156129,46.9058056557,46.0289842924,42.1536972405,41.0569030567,143.91625,184.51125,203.557361111,210.083020833,222.559345238,137.35,204.555,237.21,233.5,235.58,74.0117545196,91.6261836967,85.6619195556,75.5877569468,62.6312684256,14
708,708,15/07/2019,13,305.0,307.08,21675,23705,4005,18330,3345,116,1947,291.24,411.7,0,7,209.76,208.2,203.29,270.0,323.92,300.0,242.0,233.5,392.81,383.32,399.1,197.4075,222.480208333,235.129444444,237.026666667,226.095119048,205.745,230.5,235.07,237.31,224.45,40.4489387457,44.6143163021,45.4978571818,42.2054733459,40.5346162995,150.640416667,183.172291667,203.209583333,209.982083333,222.051369048,201.02,204.555,233.5,233.5,233.5,74.5343271648,90.3972441973,85.4862017931,75.5495417648,62.1902257943,14
709,709,15/07/2019,14,300.0,301.2,21600,23705,4029,18233,3367,140,1940,291.24,411.49,0,7,205.0,209.76,208.2,261.91,320.49,298.43,242.0,227.03,381.21,389.54,395.61,195.03625,220.074166667,233.831805556,236.582291667,226.48202381,204.145,229.5,232.965,236.76,224.45,38.1032969945,42.2687234018,44.9966337184,42.3167716777,40.0147944581,157.09,181.743125,202.990694444,209.871354167,221.504880952,201.08,204.555,233.5,233.5,233.5,74.1513811182,89.1146553164,85.403564977,75.5163312504,61.736343657,14
710,710,15/07/2019,15,270.0,282.13,21250,23705,4049,17862,3388,175,1909,268.42,400.2,0,7,203.29,205.0,209.76,240.0,300.04,272.0,238.94,207.91,373.08,395.03,392.12,193.506666667,218.058541667,232.8775,236.227916667,226.888511905,203.29,224.5,231.95,235.07,224.45,36.938870262,40.6501618635,44.9042660463,42.452842194,39.4223895113,162.742916667,180.032916667,202.512916667,209.604791667,221.031369048,201.08,204.555,232.855,233.5,233.5,72.5558396942,87.7704437714,85.276629304,75.4772018417,61.5321778721,14
711,711,15/07/2019,16,265.55,279.46,21050,23705,4095,17617,3433,216,1891,268.42,398.62,0,7,190.0,203.29,205.0,238.45,300.0,272.0,238.94,207.67,370.23,400.3,386.94,191.487916667,215.766875,231.738611111,235.735104167,227.245654762,203.29,220.0,231.895,232.965,224.45,35.6782897059,38.9995285927,44.9378964044,42.7139440315,38.8063510087,168.390833333,178.317708333,202.154166667,209.5128125,220.556428571,201.14,204.435,232.21,233.5,233.5,70.4397373595,86.3690034342,85.1987302813,75.4740908587,61.3239535824,14
712,712,15/07/2019,17,259.0,297.9,20650,23705,4129,17183,3467,249,1855,291.24,393.13,0,7,183.52,190.0,203.29,236.21,265.51,255.0,215.81,207.67,372.56,392.81,385.78,189.2925,214.05875,230.745833333,235.355104167,227.573035714,196.645,217.5,231.445,232.965,224.45,34.4051150456,38.5676264653,45.2055415944,43.0166011526,38.1956798159,174.03875,176.631041667,201.813333333,209.1453125,219.894702381,201.2,204.435,231.605,233.5,233.5,67.7686622019,84.9477469236,85.1258542841,75.3954160404,60.8550644808,14
713,713,15/07/2019,18,256.0,277.31,20200,23705,4128,16733,3467,247,1814,256.89,398.51,0,7,190.87,183.52,190.0,233.93,263.5,255.1,215.81,207.43,385.96,381.21,386.83,187.498333333,212.545625,229.85375,235.051666667,227.948988095,190.435,212.38,230.75,232.965,224.45,33.0731073817,38.0073027085,45.3516880888,43.2282758015,37.5115714305,179.681666667,174.96375,201.787083333,208.87375,219.231607143,204.315,204.315,231.605,232.915,233.5,64.4604547237,83.499230564,85.1237982553,75.3537093733,60.3756156248,14
714,714,15/07/2019,19,250.0,266.12,20088,23705,4121,16629,3459,238,1804,251.5,409.17,0,7,194.0,190.87,183.52,231.9,260.0,254.0,215.81,207.67,399.25,373.08,384.72,185.919166667,211.170625,229.020416667,234.780833333,228.326785714,190.435,208.98,230.25,232.965,224.45,31.738752327,37.4436769315,45.4528882374,43.4046576125,36.8381148835,185.329583333,173.301458333,201.765833333,208.50625,218.756666667,207.55,204.315,231.605,232.27,233.5,60.4392309593,81.9926526285,85.1221126126,75.2717558584,60.1490942154,14
715,715,15/07/2019,20,256.0,266.3,20250,23705,4108,16802,3448,239,1819,255.89,408.53,0,7,203.29,194.0,190.87,231.89,261.5,260.0,222.0,216.5,404.0,370.23,383.03,184.7275,209.957916667,228.232777778,234.3628125,228.73327381,190.435,206.6,229.5,231.95,224.45,30.4483595974,36.7144898034,45.399815605,43.5136845917,36.1729042157,191.345416667,171.823125,201.547638889,208.109895833,218.334285714,207.67,204.315,230.765,232.21,233.33,55.6789452814,80.5170006934,85.0630899664,75.126793083,59.9124377395,14
716,716,15/07/2019,21,259.0,266.45,20275,23705,4136,16798,3477,255,1821,251.26,405.26,0,7,203.29,203.29,194.0,231.0,259.5,257.1,226.0,216.5,410.96,372.56,386.62,183.572916667,208.786875,227.485416667,233.87625,228.967142857,190.435,204.91,226.775,231.895,224.45,29.1135621287,35.9899648044,45.3608041678,43.5980614791,35.8776837239,197.35625,170.57125,201.082361111,207.830625,217.911904762,207.67,204.315,228.78,231.605,232.745,49.7309560503,79.3115467064,84.8857669433,75.0443509542,59.6718351396,14
717,717,15/07/2019,22,242.17,253.84,20100,23705,4186,16613,3487,300,1805,251.5,402.63,0,7,210.0,203.29,203.29,232.0,242.12,239.82,217.0,230.53,405.69,385.96,388.21,182.65625,208.117708333,227.07125,233.591770833,229.061845238,190.435,204.91,222.275,231.445,224.45,27.8410317794,35.6540488727,45.3827274935,43.6644691397,35.8059974176,203.951666667,169.611666667,200.877916667,207.70125,217.573035714,207.79,204.315,228.78,230.765,232.27,42.3675926876,78.2733869159,84.7955708373,74.9938574502,59.4356970376,14
718,718,15/07/2019,23,249.1,246.34,18975,23705,4240,15466,3509,369,1704,250.0,402.94,0,7,203.31,210.0,203.29,229.0,247.32,250.0,250.0,207.67,407.37,399.25,383.55,181.585833333,207.200833333,226.422777778,233.237604167,229.188690476,190.435,204.785,220.0,230.75,224.45,26.4403885581,35.1873010116,45.3840607753,43.7717495952,35.6757885588,209.542083333,172.383541667,199.920833333,207.675520833,217.321071429,207.79,207.55,225.86,230.765,232.21,31.9860155556,77.1861810609,84.3166300699,74.9934356548,59.3871114572,14
719,719,15/07/2019,24,235.0,237.78,17525,23705,4293,13999,3526,437,1573,235.1,392.92,0,7,159.55,203.31,210.0,189.0,230.0,230.5,227.0,201.32,394.82,404.0,377.0,180.35875,205.733125,225.437361111,232.514166667,229.319702381,190.435,204.75,220.0,230.75,224.45,26.7627546695,35.6818891517,46.059522176,44.4117621847,35.3763695857,214.857916667,175.041458333,199.508611111,207.647916667,217.19797619,207.79,207.55,220.595,230.765,232.21,13.954307728,75.9030570121,84.2350575926,74.9953016622,59.3987862793,14
720,720,16/07/2019,1,233.96,230.87,16450,23705,4686,12697,3753,608,1476,244.2,388.72,1,7,220.0,159.55,203.31,160.0,220.0,224.55,218.0,200.88,390.07,410.96,397.13,182.85875,205.733125,225.374166667,232.618333333,229.453869048,192.435,204.75,220.0,230.75,224.45,27.5685594887,35.6818891517,46.0638779305,44.370107758,35.2974705872,214.849583333,173.831041667,201.2275,207.56125,216.721904762,207.79,204.375,220.595,230.765,231.605,13.9629505039,74.9938305616,82.9554325238,74.9982965035,59.2056897346,15
721,721,16/07/2019,2,232.21,232.61,15738,23705,4784,11888,3850,707,1412,246.8,382.91,1,7,212.0,220.0,159.55,153.0,204.75,217.05,221.28,200.76,385.96,405.69,391.85,185.317083333,205.884166667,225.304027778,232.587083333,229.540535714,198.645,204.785,220.0,230.75,224.45,27.4204078997,35.6929819571,46.0805728416,44.3837013925,35.236217134,214.83625,172.390416667,202.988055556,207.473333333,216.3,207.79,201.26,220.595,230.765,230.765,13.9768167715,73.7629744219,81.5504753855,75.0013020893,59.0643751104,15
722,722,16/07/2019,3,228.88,232.62,15450,23705,4867,11517,3933,791,1386,237.0,368.76,1,7,210.0,212.0,220.0,149.53,204.82,217.05,215.42,200.88,384.58,407.37,384.79,187.836666667,205.992083333,225.206111111,232.537604167,229.659583333,203.29,204.875,220.0,230.75,224.45,26.7593003201,35.6975265225,46.1058422119,44.4064374125,35.135468736,214.822916667,170.91625,202.174444444,207.451979167,215.823928571,207.79,201.2,216.5,230.765,230.53,13.990536702,72.4323242648,81.270872472,75.0029010894,58.8628760026,15
723,723,16/07/2019,4,225.89,231.39,15413,23705,4901,11446,3967,841,1383,246.8,357.78,1,7,210.0,210.0,212.0,142.53,204.75,220.0,215.42,200.88,370.97,394.82,380.99,190.647916667,206.101458333,225.067222222,232.568854167,229.778630952,203.29,206.6,220.0,230.75,224.45,25.2966983546,35.7016824795,46.1367975171,44.389329037,35.0340236667,214.814583333,169.534166667,201.215694444,207.431875,215.347857143,207.79,201.14,212.205,230.765,228.78,13.9991353706,71.1777041601,80.8667110749,75.0044170954,58.6567978422,15
724,724,16/07/2019,5,225.89,232.82,15088,23705,4940,11082,4006,881,1354,246.8,349.76,1,7,206.6,210.0,210.0,142.27,204.75,220.0,205.0,200.76,368.55,390.07,381.1,193.328333333,206.14,224.881111111,232.481354167,229.936964286,203.29,207.4,220.0,230.75,224.45,23.2751432381,35.7011910523,46.1845284916,44.4325831515,34.8674182755,214.80625,168.32125,200.1625,207.414270833,215.079702381,207.79,201.08,207.91,230.765,225.86,14.0077980805,70.1090884516,80.3634552,75.0057970075,58.6196668417,15
725,725,16/07/2019,6,220.23,225.76,15413,23705,4963,11370,4043,899,1383,217.32,377.31,1,7,211.99,206.6,210.0,140.51,204.75,220.0,210.0,200.88,388.7,385.96,372.97,196.306666667,206.290833333,224.769861111,232.45,230.023452381,203.29,208.98,217.5,230.75,224.45,20.6475947997,35.7104863813,46.2060940586,44.446108799,34.8043409432,214.792916667,167.154375,199.348888889,207.394166667,215.025059524,207.79,201.08,207.79,230.765,225.86,14.021457928,69.0618984435,80.0505905276,75.0073027415,58.6286519437,15
726,726,16/07/2019,7,241.99,237.38,17713,23705,4990,13620,4093,901,1590,217.56,400.75,1,7,242.17,211.99,206.6,140.51,215.0,239.18,236.58,230.22,415.29,384.58,380.46,200.5425,206.856875,224.811388889,232.451875,230.060178571,203.3,208.98,217.5,230.75,224.45,19.0708010935,36.0650449709,46.2205689626,44.4465192838,34.8139392978,214.78,166.697916667,198.704861111,206.91125,214.771071429,207.79,201.08,207.79,230.53,225.86,14.0064652773,68.5588842407,79.6057063917,74.7058104025,58.4686794505,15
727,727,16/07/2019,8,242.0,224.51,19675,23705,4991,15560,4115,894,1767,212.28,483.73,1,7,240.0,242.17,211.99,146.03,220.0,260.6,215.53,240.93,515.1,370.97,385.84,204.457916667,207.273541667,224.525277778,232.294583333,230.17922619,204.155,208.98,217.5,230.75,224.82,16.9171194431,36.3346451803,46.059390013,44.3922117142,34.8135275173,216.155833333,166.464583333,198.058611111,207.000833333,214.756785714,207.79,201.08,207.79,230.53,225.86,14.8958123432,68.2804318549,79.0620437824,74.7417597876,58.4619526442,15
728,728,16/07/2019,9,257.0,256.21,20700,23705,5038,16538,4162,917,1859,250.05,506.43,1,7,262.0,240.0,242.17,183.57,240.17,300.0,220.53,240.93,515.52,368.55,392.7,207.725833333,207.728333333,223.9975,232.12375,230.328035714,205.8,208.98,217.5,230.75,224.82,20.0009010485,36.8875758553,45.3952984396,44.2442270335,34.8961901093,216.465416667,169.978958333,197.412361111,206.985208333,214.607321429,207.79,201.08,207.79,230.53,225.86,15.3424662093,67.6659823469,78.509222397,74.7344316754,58.362069366,15
729,729,16/07/2019,10,267.5,261.47,21225,23645,5131,16970,4255,1006,1906,249.93,494.08,1,7,290.0,262.0,240.0,203.29,262.5,320.49,230.9,240.81,493.68,388.7,410.0,211.33875,208.30125,223.574027778,232.040416667,230.61375,207.4,208.98,217.5,230.75,224.82,26.0742375457,37.9544854314,44.6180452555,44.1262206073,35.187611485,216.455833333,173.490833333,196.748194444,206.968333333,214.525357143,207.79,201.14,207.79,230.53,225.86,15.3265123849,66.8549300473,77.9267889595,74.726526491,58.3152457535,15
730,730,16/07/2019,11,267.5,261.45,21313,23626,5287,16902,4411,1156,1914,241.24,485.63,1,7,291.29,290.0,262.0,203.29,269.8,320.49,224.23,240.81,475.74,415.29,409.89,215.005416667,208.748958333,223.168472222,231.991875,230.919047619,208.98,208.98,217.5,230.75,224.82,30.674779469,38.812406014,43.8508310635,44.0576858535,35.4907344953,217.1275,177.005208333,196.065,207.044479167,214.509642857,207.79,201.2,207.79,230.53,225.86,16.0396821095,65.838830132,77.3109172,74.7575646427,58.307759941,15
731,731,16/07/2019,12,267.57,258.84,21725,23632,5429,17172,4553,1301,1951,249.69,483.52,1,7,300.0,291.29,290.0,208.2,270.0,322.99,224.35,240.81,466.46,515.1,401.45,218.830416667,209.373958333,222.849166667,231.9946875,231.2825,209.88,208.98,217.5,230.75,224.82,35.1817014542,40.0417991572,43.1924905037,44.0620639542,35.883840637,217.122916667,180.519583333,195.381805556,206.94875,214.454940476,207.79,201.26,207.79,230.53,225.86,16.0326019693,64.6118735534,76.6839275322,74.7078473755,58.2785682713,15
732,732,16/07/2019,13,278.09,262.18,21800,23660,5538,17138,4662,1413,1958,241.12,433.48,1,7,305.0,300.0,291.29,209.76,270.0,323.92,231.11,240.93,411.7,515.52,388.48,222.79875,210.103125,222.586388889,232.046770833,231.6575,210.0,208.98,217.5,230.75,224.82,39.2501892892,41.4627618193,42.6227229058,44.1461702814,36.3230130406,217.4325,184.036458333,194.592361111,206.7653125,214.372261905,207.79,204.375,207.79,230.53,225.86,16.4294111276,63.1640708365,75.9036249852,74.6013807965,58.2307934536,15
733,733,16/07/2019,14,275.0,261.54,21725,23693,5638,16963,4762,1517,1951,249.81,402.97,1,7,300.0,305.0,300.0,205.0,261.91,320.49,225.09,240.81,411.49,493.68,376.56,226.757083333,210.896666667,222.301805556,232.063125,232.002738095,210.0,208.98,217.5,230.75,224.82,42.0664459365,42.8177282002,42.0240325383,44.1713047914,36.6956277756,218.006666667,187.548333333,193.830972222,206.7446875,214.317559524,207.79,207.55,207.79,230.53,225.86,17.0099346078,61.4797463392,75.1470208411,74.5915892952,58.2014332858,15
734,734,16/07/2019,15,260.63,257.24,21375,23693,5712,16539,4836,1597,1920,249.93,403.29,1,7,270.0,300.0,305.0,203.29,240.0,300.04,220.0,230.22,400.2,475.74,369.81,229.536666667,211.521666667,221.884583333,232.042291667,232.187619048,210.995,208.98,217.5,230.75,224.82,42.648357394,43.465630557,41.3856354932,44.1527380919,36.8088575685,218.93625,190.839583333,193.000694444,206.61875,214.23952381,212.085,207.67,207.79,230.375,225.86,17.043748009,59.3678741465,74.3960047452,74.5410992004,58.1710818006,15
735,735,16/07/2019,16,262.0,253.3,21138,23688,5754,16260,4878,1667,1898,241.36,401.38,1,7,265.55,270.0,300.0,190.0,238.45,300.0,220.53,207.4,398.62,466.46,365.17,232.684583333,212.08625,221.406111111,231.975104167,232.346011905,211.995,208.98,217.5,230.75,224.82,42.3906685773,43.9956222012,40.6626269755,44.0961654138,36.8952394758,218.925,193.657916667,191.853472222,206.346875,214.027083333,212.085,207.67,207.67,230.22,223.845,17.0515951058,56.7660811205,73.5107605644,74.4896024155,58.130244618,15
736,736,16/07/2019,17,251.0,242.4,20825,23688,5770,15931,4894,1682,1870,224.99,401.6,1,7,259.0,265.55,270.0,183.52,236.21,265.51,215.43,207.52,393.13,411.7,365.7,235.829583333,212.561041667,221.315694444,232.016770833,232.603095238,216.0,208.98,217.5,230.75,225.545,41.3722456305,44.3827689508,40.5703100984,44.1200341054,36.929784013,218.91875,196.47875,190.726944444,206.0896875,213.872440476,212.085,207.67,207.67,228.625,222.0,17.0559267558,53.8893637563,72.6229348525,74.4419736927,58.1126853776,15
737,737,16/07/2019,18,241.99,232.88,20463,23688,5661,15678,4785,1571,1838,217.2,404.34,1,7,256.0,259.0,265.55,190.87,233.93,263.5,215.43,207.28,398.51,411.49,375.08,238.543333333,213.020833333,221.211527778,232.026145833,232.842321429,230.0,208.98,217.5,230.75,226.5,40.4200646114,44.7218784971,40.4699781845,44.1250859876,36.9505160923,218.9125,199.297083333,189.613333333,206.0684375,213.718392857,212.085,207.67,207.67,228.625,218.75,17.060346663,50.682874986,71.7279551058,74.4413330338,58.0955503087,15
738,738,16/07/2019,19,241.99,233.05,20300,23705,5499,15677,4623,1379,1823,217.2,405.92,1,7,250.0,256.0,259.0,194.0,231.9,260.0,215.43,230.1,409.17,400.2,385.21,240.876666667,213.397916667,221.072638889,231.984479167,233.045833333,241.085,208.98,217.5,230.75,228.0,39.3388055638,44.9601223288,40.3519726028,44.1060024288,36.9502995769,219.847083333,202.588333333,188.816666667,206.286145833,213.83625,216.5,207.67,207.67,230.16,222.0,17.0320394957,47.2625727653,70.9401027648,74.4811389247,58.1086563958,15
739,739,16/07/2019,20,251.93,243.12,20438,23705,5315,15999,4439,1193,1835,212.4,405.71,1,7,256.0,250.0,256.0,203.29,231.89,261.5,215.43,240.93,408.53,398.62,391.01,243.072916667,213.900208333,220.99625,231.9428125,233.248214286,246.085,208.98,217.5,230.75,229.0,38.6138354884,45.3044693436,40.2795039425,44.08114013,36.9825348862,220.865,206.105208333,188.170416667,206.376979167,213.88047619,223.3,207.67,207.67,230.16,222.0,17.5455893132,43.4767486399,70.2372832545,74.5183950179,58.1265367043,15
740,740,16/07/2019,21,246.44,237.82,20413,23705,5213,16076,4337,1060,1833,217.08,407.61,1,7,259.0,256.0,250.0,203.29,231.0,259.5,215.53,240.93,405.26,393.13,389.43,245.394166667,214.483541667,220.989305556,231.962604167,233.444642857,253.0,208.98,217.5,230.75,229.5,37.7838966063,45.707794693,40.2728146985,44.0929791104,37.0314118788,221.882916667,209.619583333,187.675138889,206.2825,213.866904762,230.16,207.79,207.67,230.16,222.0,17.9845108428,39.0146543095,69.7288998221,74.4682376658,58.1199136099,15
741,741,16/07/2019,22,241.18,242.44,20200,23705,5164,15913,4287,1019,1814,217.44,410.46,1,7,242.17,259.0,256.0,210.0,232.0,242.12,215.43,287.53,402.63,398.51,388.37,246.734583333,214.695416667,220.99,231.987083333,233.594464286,253.0,208.98,217.5,230.75,230.25,37.0369101419,45.8141658367,40.273184627,44.098039267,37.0153947057,224.257916667,214.104791667,187.827083333,206.722916667,214.130714286,230.16,207.91,207.67,230.16,222.0,22.3981491819,35.0598258901,69.9369898388,74.8252926126,58.354015102,15
742,742,16/07/2019,23,241.99,240.76,19225,23705,5135,14992,4233,1049,1726,241.24,409.83,1,7,249.1,242.17,259.0,203.31,229.0,247.32,236.58,235.4,402.94,409.17,393.23,248.6425,215.114166667,221.014722222,231.977708333,233.589107143,253.0,208.98,217.5,230.75,230.25,35.8635030964,46.0390014048,40.2901180689,44.0942650163,37.0130712116,225.413333333,217.477708333,190.060138889,206.293958333,214.07952381,230.22,212.205,207.67,230.16,222.0,22.2197721717,28.4005164202,68.8294758447,74.5380876074,58.3314234273,15
743,743,16/07/2019,24,235.2,232.66,17825,23705,5173,13577,4248,1091,1600,233.5,407.3,1,7,235.0,249.1,242.17,159.55,189.0,230.0,215.42,222.0,392.92,408.53,389.74,251.78625,216.0725,221.084166667,232.024583333,233.63672619,253.0,209.88,217.5,231.445,230.7,30.6408635666,45.9625487924,40.3101273666,44.0950694682,37.009689288,226.275,220.566458333,192.119305556,206.200208333,213.972380952,230.22,216.5,207.67,228.565,221.5,21.63819409,18.912836403,67.5055299629,74.512341994,58.3000504538,15
744,744,17/07/2019,1,235.0,235.51,16525,23705,5284,12160,4365,1359,1483,217.76,408.4,2,7,233.96,235.0,249.1,220.0,160.0,220.0,220.95,200.66,388.72,405.26,378.25,252.367916667,217.613333333,221.278055556,232.122604167,233.73172619,253.0,210.0,217.5,231.895,230.95,30.139622481,45.2773966121,40.3384025478,44.0887374864,36.9897895767,226.265833333,220.557708333,191.309305556,207.487083333,213.921428571,230.22,216.5,207.67,228.565,221.5,21.6494636778,18.9221384739,67.0402557923,73.3167948436,58.3079687992,16
745,745,17/07/2019,2,226.36,231.17,15850,23622,5379,11391,4459,1455,1422,217.76,399.96,2,7,232.21,233.96,235.0,212.0,153.0,204.75,216.33,200.54,382.91,402.63,369.71,253.21,219.263541667,221.659444444,232.280520833,233.796785714,253.0,210.0,220.0,231.95,231.055,29.2313722179,44.3053887261,40.3097365266,44.0613237341,36.9773677394,226.256666667,220.546458333,190.345833333,208.805208333,213.787738095,230.22,216.5,207.67,228.565,218.75,21.6607763454,18.9341219045,66.3900562245,72.0176252985,58.3127768243,16
