,hour,demand,supply1,supply2,supply3,supply4,wind,reserve,day,month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,label
156,13,16388,22277,7128,10149,6239,3315,1475,6,7,0.00666326656938,-0.0211193859577,-0.000406096194638,0.00435283593833,-0.000930972048081,0.00620598020032,0.00277938903309,0.00240830844268,0.0029641946312,0.00658746482804,-0.0253676399589,0.00306348851882,0.00445280084386,-0.00186250393745,-0.000306255620671,-0.00703976489604,0.000157110378495,0.000409673433751,-0.00206946302205,0.0197642445564,-0.003946791403,0.00531781930476,0.00448343390599,0.000551340403035,0.00566520122811,-0.00774776842445,-0.0073864357546,72.12
157,14,16350,22549,7218,10021,6329,3405,1472,6,7,0.00627221632749,-0.0212925411761,-0.00168825488072,0.00292195100337,-0.00108310440555,0.00523342797533,0.00264779105783,0.00242332322523,0.000965371262282,0.00540098687634,-0.0264069940895,0.00349020864815,0.00519293220714,-0.00305410823785,-0.00162970379461,-0.00760864280164,0.000471268955152,0.000318585836794,-0.0017851209268,0.0183036718518,-0.0047045564279,0.00392149202526,0.00337634631433,0.000218316432438,0.00634075142443,-0.00628854939714,-0.00790782552212,72.24
158,15,16000,22820,7173,9716,6284,3387,1440,6,7,0.00547250313684,-0.0189402643591,-0.00249780667946,-0.000237767089857,-0.000713229936082,0.00302607216872,0.00311822909862,0.00290209241211,-0.00173409073614,0.00427703978494,-0.0279157813638,0.0037928011734,0.0058401809074,-0.00516689801589,-0.00220238999464,-0.00723737152293,0.00197876454331,0.00225936598144,-0.000578746199608,0.0165076702833,-0.00662665301934,0.0024138065055,0.00144862942398,0.000459964387119,0.00705305347219,-0.00474325194955,-0.00776459556073,72.24
159,16,15700,22820,7057,9532,6168,3272,1413,6,7,0.00525377178565,-0.0181212760508,-0.00343521079049,-0.0018346121069,-0.000937224423978,0.000774068175815,0.00424401788041,0.00350715080276,-0.00326196476817,0.00334707088768,-0.0290879476815,0.00401894468814,0.00566522823647,-0.00675139576197,-0.00181049935054,-0.00612336071208,0.00223918189295,0.00450031412765,0.000946622923948,0.0140407690778,-0.00680693192407,0.00206644507125,-0.000599791586865,0.000781589536928,0.00705106370151,-0.00384275731631,-0.00782507751137,72.12
160,17,15688,22458,6891,9686,6002,3100,1412,6,7,0.00759911164641,-0.0177347455174,-0.00258225947618,-0.000137616167194,-0.000632867100649,0.000266642280621,0.00420251023024,0.00460654171184,-0.00339053524658,0.00344226742163,-0.0289265569299,0.00449732737616,0.00448004901409,-0.00886935833842,7.90529793449e-06,-0.00507563864812,0.00230365549214,0.00568218016997,0.0011495599756,0.0120161678642,-0.00558930076659,0.00233805063181,-0.00114807591308,0.00121620413847,0.00620153406635,-0.00536430627108,-0.00802748929709,72.12
161,18,15788,22458,6599,10078,5710,2810,1421,6,7,0.00824585836381,-0.0173233766109,-0.00225936016068,0.000309623050271,-0.000585783098359,-0.000901709019672,0.00373132573441,0.00504505261779,-0.00469279428944,0.00317869731225,-0.0289159081876,0.00491142179817,0.00377005105838,-0.00996736716479,0.00096162763657,-0.00455523701385,0.00241776928306,0.00676890090108,0.00169064220972,0.0111022768542,-0.004476940725,0.00185644696467,-0.00170016067568,0.00145257776603,0.00572514906526,-0.00543564744294,-0.00750147318467,72.0
162,19,16025,22820,6248,10666,5359,2455,1442,6,7,0.00819795485586,-0.0158468764275,-0.00196241983213,-0.00128206785303,0.000155272413394,-0.00199938868172,0.00313742575236,0.00569784734398,-0.00640449393541,0.00287735974416,-0.0286221895367,0.00514625944197,0.00391772761941,-0.0114045096561,0.00113841146231,-0.00465735653415,0.00297416560352,0.00757205625996,0.00192185805645,0.0110214296728,-0.00517712626606,0.000686741550453,-0.00182274891995,0.00159164587967,0.00616861926392,-0.00446727825329,-0.00746784359217,72.12
163,20,16313,21915,5936,11266,5047,2129,1468,6,7,0.0111930361018,-0.0201961565763,0.000513402803335,0.00503021618351,-0.00118833663873,0.000122610348626,0.00350828608498,0.00597545830533,-0.00375474290922,0.00419444963336,-0.0272127017379,0.00541778281331,0.00153511564713,-0.00988656841218,0.00499465642497,-0.00415079202503,0.000915957032703,0.00579310860485,0.00174233294092,0.00960413552821,-0.00191528373398,0.00338282505982,-6.66167979944e-05,0.00129620160442,0.00411692680791,-0.00874044653028,-0.00790359359235,72.12
164,21,16413,22277,5733,11608,4805,1926,1477,6,7,0.00929494481534,-0.0193226262927,-6.77088883094e-06,0.00279082008637,-0.00104650156572,-0.000881475338247,0.00260055041872,0.00566155463457,-0.00497710099444,0.00371858268045,-0.0282882396132,0.00527267716825,0.00253676483408,-0.0107037555426,0.00426729815081,-0.00416482007131,0.0015843732981,0.00656887190416,0.00150080758613,0.00972998142242,-0.00396179081872,0.00244362675585,-0.000724602956325,0.00119941146113,0.00480956351385,-0.00727363070473,-0.00742165604606,72.24
165,22,16950,22458,5641,12237,4713,1844,1526,6,7,0.00801198277622,-0.0191152915359,0.000655723444652,0.00272202608176,-0.00105182779953,-0.00135200086515,0.00187985727098,0.00567513564602,-0.00554040446877,0.00439375173301,-0.0280887726694,0.00537965912372,0.00156398245599,-0.0108855552971,0.00476011168212,-0.00396479154006,0.00181699928362,0.00608276063576,0.00224634050392,0.0095345210284,-0.00501004327089,0.00265624816529,-2.74730809906e-05,0.000926037842873,0.00505548156798,-0.00728208385408,-0.00784079451114,72.24
166,23,16675,22549,5618,11985,4690,1831,1501,6,7,0.00676912907511,-0.0253344140947,-0.000915976299439,0.00314965145662,-0.00335583509877,-0.00121263728943,-0.000354346993845,0.00427285954356,-0.00502005033195,0.00325441756286,-0.0256362222135,0.00348789733835,0.00407596770674,-0.00888881180435,0.0045449770987,-0.00424156943336,-0.00299318204634,0.00595465954393,-0.00248926645145,0.0112741123885,0.000310725037707,0.00129746703897,0.00215598498471,-0.000111038090836,0.0052259680815,-0.0061385948211,-0.00681985961273,73.5
167,24,15425,22549,5655,10698,4727,1868,1388,6,7,0.00799231231213,-0.020178547129,-0.00147866259795,-0.00269167171791,-0.00210222019814,-0.0055062067695,-1.37968445415e-05,0.00510039785877,-0.00901550799608,0.00175310438499,-0.0279145687819,0.00460755964741,0.00618913630024,-0.0123234577477,0.00487481057644,-0.00379602308385,-0.00146890443284,0.00957433786243,-0.000132772882353,0.00743329804391,-0.0044446545653,0.000375583214918,-0.000680368510075,0.000965868937783,0.00563600566238,-0.00541102094576,-0.00604382390156,73.74
