X1,index,date,hour,rdn,rds,demand,supply1,supply2,supply3,supply4,wind,reserve,cro,se,weekdays,month,lag_rdn_24,lag_rdn_25,lag_rdn_26,lag_rdn_48,lag_rdn_72,lag_rdn_96,lag_rdn_168,lag_cro_72,lag_se_24,lag_se_48,lag_se_72,ma_rdn_24,ma_rdn_48,ma_rdn_72,ma_rdn_96,ma_rdn_168,med_rdn_24,med_rdn_48,med_rdn_72,med_rdn_96,med_rdn_168,sd_rdn_24,sd_rdn_48,sd_rdn_72,sd_rdn_96,sd_rdn_168,ma_cro_24,ma_cro_48,ma_cro_72,ma_cro_96,ma_cro_168,med_cro_24,med_cro_48,med_cro_72,med_cro_96,med_cro_168,sd_cro_24,sd_cro_48,sd_cro_72,sd_cro_96,sd_cro_168,day,arima_rdn,arima_cro
579,579,10/07/2019,4,216.32,211.45,15450,23705,5226,10966,4484,1491,1391,206.86,331.21,2,7,215.42,215.42,221.28,190,97.52,195.71,224.89,208.98,307.12,314.87,257.13,225.534583333,184.180416667,190.295833333,195.5903125,210.494345238,224,197.45,215.21,210.69,219.515,16.0763439439,49.230490291,49.7443471698,44.6226869241,38.9552216395,237.8625,259.308958333,252.769861111,252.219375,270.397916667,243.21,250,268.465,270.89,270.89,18.0002631019,33.2405196364,49.3418772656,49.7809544391,91.0356409369,9,195.76741640634202,236.01277762884536
580,580,10/07/2019,5,205,205.53,15075,23705,5184,10633,4442,1449,1357,200.54,330.89,2,7,205,215.42,215.42,180,92,190,219.03,202.96,309.76,323.75,247.49,226.57625,186.534583333,190.504166667,195.798645833,210.458511905,224,197.46,215.21,210.69,219.515,13.6199220494,47.3963236279,49.7744922159,44.6194103058,38.957503926,236.077083333,259.215625,254.574861111,251.410520833,270.25125,243.15,250,268.465,270.89,270.89,19.2588031772,33.3951866137,44.8451674346,49.9453676556,91.1248101067,9,193.13499996301857,232.4079534725707
581,581,10/07/2019,6,210,208.57,15475,23705,5131,11073,4402,1381,1393,206.86,343.54,2,7,210,205,215.42,197.46,88.52,175,225.01,208.98,318.67,312.73,255.43,227.09875,189.065416667,190.990277778,195.954895833,210.37625,224,201.23,215.21,210.69,219.015,12.6611632519,45.245820729,49.7918483903,44.6428417789,38.9437097023,236.032083333,258.879791667,256.474027778,250.730208333,270.10172619,243.15,250,268.465,270.89,270.89,19.3233910921,33.823867155,39.6037627555,50.0750724408,91.2050587222,9,196.05661668056908,236.79300986206954
582,582,10/07/2019,7,237.31,233.59,17600,23705,5074,13227,4373,1335,1584,224.2,435.09,2,7,236.58,210,205,236,94.45,195.71,254.89,242.45,351.94,309.13,265.82,227.122916667,192.026458333,191.557916667,195.919270833,210.242202381,224,207.5,215.42,210.69,219.015,12.6794323283,43.5407286704,50.0785506061,44.6086753008,38.8135344075,234.76375,257.942083333,258.820555556,250.433958333,269.877321429,242.77,250,268.465,270.89,270.89,17.7324619572,33.6380739802,33.0772149094,50.0386632511,91.226564281,9,207.6539921168517,260.6930482562974
583,583,10/07/2019,8,237.31,257.96,19450,23615,5050,15051,4399,1316,1751,229.9,354.92,2,7,215.53,236.58,210,220,104,223.48,228,209.34,454.63,307.12,272.28,226.936666667,194.35,191.4475,196.018541667,210.19375,224,212.71,215.42,211.505,219,12.8206547573,41.6793693545,50.0159004225,44.6419362903,38.8017505576,233.3475,257.281041667,257.964305556,249.6915625,269.236845238,241.225,250,261.645,268.465,270.89,18.3646314728,34.2822953649,33.5522914491,50.1148840445,91.2718753511,9,220.8349648392027,286.74968445310407
584,584,10/07/2019,9,243,268.97,20475,23599,5079,16040,4435,1303,1843,274.33,359.6,2,7,220.53,215.53,236.58,237,125,241.7,225.06,208.98,455.69,309.76,284.99,226.250416667,196.340208333,191.153472222,196.0525,210.092142857,221.64,215.42,215.42,211.505,219,12.6987905892,40.5632753141,49.777980939,44.6595085178,38.751872076,230.97,255.646041667,257.020833333,248.945104167,268.53375,236.75,247.905,256.035,261.645,270.89,17.6269164237,34.6814892524,33.964589545,50.1826963886,91.2784256943,9,232.6391349606733,300.6360815198714
585,585,10/07/2019,10,257.75,280.59,21025,23660,5126,16537,4488,1360,1892,287.31,361.3,2,7,230.9,220.53,215.53,242,130.53,256.04,237.1,209.1,425.07,318.67,296.75,225.787916667,198.43125,190.804305556,196.176458333,210.052261905,221.64,215.475,215.42,211.505,219,12.2959855517,39.6759064906,49.4031862126,44.7403146821,38.7268327454,229.075,253.914375,256.079027778,248.727395833,266.696011905,233.5,244.905,254.7,261.645,269.48,17.4218358739,34.8909581597,34.3433555154,50.3109229376,89.315889569,9,235.01259974486797,305.29475801013433
586,586,10/07/2019,11,255.75,280.58,21175,23655,5271,16535,4640,1491,1906,287.3,362.47,2,7,224.23,230.9,220.53,240,134.04,256.66,235,209.22,394.76,351.94,302.9,225.130833333,200.310208333,190.353888889,196.220520833,209.972678571,221.64,215.67,215.42,211.505,219,11.9190760208,38.6848214497,48.9399760142,44.7660998,38.6835968653,227.64875,252.185208333,255.138888889,248.8859375,264.6325,233.33,243.725,252.29,261.645,267.055,17.5941297801,35.008678741,34.6898312638,50.1604043167,86.5565049998,9,239.42576965371697,306.35257088665225
587,587,10/07/2019,12,256.97,273.78,21525,23672,5439,16717,4808,1661,1937,287.3,361.3,2,7,224.35,224.23,230.9,238.94,140,256.66,242.2,216.5,393.49,454.63,301.1,224.522916667,202.0675,189.905138889,196.294166667,209.893809524,221.64,215.81,215.42,211.505,219,11.5505085449,37.7924305998,48.4692940403,44.8069068846,38.6404154372,226.252916667,250.053333333,254.310972222,249.3703125,260.087857143,228.08,243.39,250,261.645,265.15,17.0646903383,33.9640948295,34.8930188005,49.6121398228,66.488710123,9,244.08192385183347,309.5856092499949
588,588,10/07/2019,13,255.75,280.59,21700,23672,5607,16724,4976,1837,1953,287.3,360.13,2,7,231.11,224.35,224.23,242,140,254.16,252,209.46,383.31,455.69,296.22,224.069166667,203.965625,189.585,196.438229167,209.781369048,221.64,215.81,215.42,211.505,219,11.0365550378,36.8858910873,48.1137325131,44.8972324313,38.5503901504,224.362916667,247.774583333,253.385277778,249.281354167,256.870357143,219.75,243.33,250,261.645,260.755,16.2559387086,32.9035570707,35.1893931271,49.6765958368,54.6669336273,9,246.99910225478814,310.8361318391197
589,589,10/07/2019,14,247.66,280.54,21575,23672,5786,16421,5154,2027,1942,240.54,358.64,2,7,225.09,231.11,224.35,242,140,246.84,251.34,209.34,363.6,425.07,293.89,223.364583333,205.738333333,189.282916667,196.5196875,209.645,221.64,216.405,215.42,211.505,219,10.3611741735,35.7742744449,47.8165536319,44.9424971656,38.4547877617,222.66875,245.493333333,252.446805556,248.933854167,254.730416667,213.4,243.27,247.905,261.645,256.91,15.5723007466,31.6434249386,35.4532010445,49.8395321295,49.1382995053,9,247.54150762009772,307.90261640398376
590,590,10/07/2019,15,237.31,261.63,21275,23672,5955,15952,5323,2184,1915,240.3,358.22,2,7,220,225.09,231.11,238.94,135,237.4,242.35,209.22,359.47,394.76,286.05,222.575416667,207.509166667,189.04125,196.623854167,209.58547619,220.905,217.5,215.42,213.54,219,9.83100772364,34.2703587471,47.6134818444,44.9856385825,38.4308237661,221.2475,243.863333333,251.506666667,248.198541667,253.207380952,209.88,243.21,244.905,256.035,256.57,15.1556037132,31.4502039592,35.6920440892,49.8998944832,46.4721891238,9,249.0192629425759,302.7498927857337
591,591,10/07/2019,16,237.31,258.12,21175,23705,6008,15799,5376,2266,1906,240.42,356.73,2,7,220.53,220,225.09,238.94,130,223.48,231,209.22,354.17,393.49,285.95,221.808333333,209.395208333,189.000277778,196.733541667,209.529107143,220.53,219,215.42,215.21,219,9.19636632715,32.3513391475,47.5846898674,45.0314109081,38.4076392699,219.83625,242.233333333,250.566111111,247.556145833,251.700654762,209.4,243.15,243.725,254.7,255.695,14.6000154296,31.1688539529,35.9040340844,50.0015533942,43.6697462678,9,245.32625090931916,299.70698489844904
592,592,10/07/2019,17,220,235.61,20900,23705,5974,15558,5342,2230,1881,229.78,354.49,2,7,215.43,220.53,220,215.81,128.52,222,222,202.96,359.26,383.31,291.14,221.7925,211.205833333,188.909027778,196.802916667,209.490059524,220.53,219,215.42,215.42,218.945,9.20746306465,30.0810563724,47.5267813948,45.0552732101,38.398228385,218.56375,239.819166667,249.380138889,246.848541667,250.963690476,209.34,242.77,243.39,252.29,254.7,14.6879689934,29.5550118753,36.0483879616,50.1483102928,43.4393931647,9,243.08373161897777,296.39278602640366
593,593,10/07/2019,18,220,235.74,20525,23705,5791,15366,5159,2046,1847,224.2,354.28,2,7,215.43,215.43,220.53,215.81,127.71,217.48,220.57,202.72,379.71,363.6,298.45,221.776666667,213.033333333,188.880555556,196.872291667,209.462261905,220.53,219,215.42,215.425,218.56,9.21851806758,27.4500974174,47.5100352005,45.0790149913,38.392191442,217.295416667,237.400208333,248.190833333,246.1384375,250.283809524,209.28,241.225,243.33,250,253.655,14.6870303564,27.6402463648,36.156974616,50.2867531019,43.2941983475,9,237.86389503605912,292.70056908376773
594,594,10/07/2019,19,220,225.54,20300,23705,5582,15383,4917,1780,1827,229.9,353.43,2,7,215.43,215.43,215.43,215.81,130.53,217.47,218.23,202.72,417.22,359.47,309.36,221.760833333,214.802083333,188.852222222,196.930208333,209.446369048,220.53,219,215.42,215.43,218.56,9.2295314859,24.6091342632,47.4933506754,45.0994570391,38.3891468636,216.979583333,235.634791667,246.978611111,245.327083333,249.708511905,209.22,236.75,243.27,250,251.365,14.9235977359,27.0752866816,36.1985898218,50.3530317682,43.2801755401,9,238.53544412054464,290.7110854154252
595,595,10/07/2019,20,243.42,258.14,20425,23705,5320,15776,4649,1517,1838,229.78,358.43,2,7,215.43,215.43,215.43,222,135,216.01,221.5,203.2,486.11,354.17,328.22,221.487083333,216.477708333,188.844166667,196.977083333,209.430416667,220.265,219,215.42,215.43,218.56,9.31912828503,21.6160387892,47.4887284106,45.1164965259,38.3860818925,215.717083333,233.879375,245.773055556,244.422916667,249.031488095,209.22,233.5,243.21,247.905,250,14.7458405275,26.3659177491,36.1910182476,50.3217209336,43.1114663275,9,235.8641387491875,294.00709724371393
596,596,10/07/2019,21,250,259.69,20250,23705,5123,15804,4446,1305,1823,229.78,357.15,2,7,215.53,215.43,215.43,226,164,215,225,216.5,495.43,359.26,330.65,221.050833333,217.55125,188.851527778,197.013020833,209.415059524,219,219,215.425,215.43,218.56,9.34371303008,20.1866639804,47.4928807611,45.1300253914,38.3831046289,214.604166667,232.401041667,244.934027778,243.666041667,248.538214286,209.22,233.33,243.15,244.905,250,13.5392219019,25.2640745892,36.1592317186,50.1880117679,43.0060160577,9,232.8795282103591,292.4708840947594
597,597,10/07/2019,22,237.31,240.51,20175,23705,4987,15871,4304,1166,1816,224.2,492.83,2,7,215.43,215.53,215.43,217,194.09,217.47,220,216.5,474.66,379.71,336.06,220.985416667,217.995833333,188.823194444,197.064895833,209.464702381,219,219,215.425,215.43,218.56,9.37873681082,19.891807341,47.4761726398,45.1484915641,38.3854727062,213.49125,230.922708333,244.368055556,242.909166667,248.125238095,209.22,228.08,242.77,243.725,250,12.1076990643,24.0191876082,36.2824483482,50.0423787702,42.9783955328,9,230.81815284701366,292.4174796378192
598,598,10/07/2019,23,237.31,234.62,19350,23705,4871,15186,4164,1111,1742,224.2,355.66,2,7,236.58,215.43,215.53,250,182,195.71,263,242.57,349.19,417.22,331.08,220.42625,219.132916667,189.390833333,196.891041667,209.355059524,219,220,215.43,215.43,218.56,7.84894665461,19.3427963344,47.8028757091,44.9615304216,38.2807928887,213.431666667,230.767916667,243.890694444,242.423854167,247.867440476,209.22,228.08,242.51,243.39,250,11.9535720209,23.9173536178,36.0733670758,49.8145121187,42.8803563194,9,217.98305669849472,282.62529526190053
599,599,10/07/2019,24,229,215.22,17900,23705,4851,13778,4122,1096,1611,207.1,349.71,2,7,215.42,236.58,215.43,227,137.54,169,241,221,333.5,486.11,315.82,219.94375,220.755416667,190.035555556,196.739166667,209.357559524,216.765,220,215.43,215.43,218.56,7.78291932068,15.1691025497,47.8370124806,44.8730525786,38.2811774623,212.64,230.747083333,243.197777778,241.713854167,247.491428571,209.22,228.08,241.76,243.33,250,10.678672365,23.9255875633,36.0265720487,49.6267600005,42.8370606556,9,208.07000108315714,265.34069027713235
600,600,11/07/2019,1,210,212.45,16650,23607,4789,12654,3996,890,1499,209.73,365.63,3,7,220.95,215.42,236.58,218,197.46,122.32,236,203.85,349.6,495.43,306.5,220.066666667,221.244791667,191.405416667,197.002083333,209.240833333,217.765,220.265,215.43,215.43,218.56,7.77417668878,14.7753709662,47.2795343551,44.9408499888,38.2153064361,212.41625,229.142708333,243.235,241.015520833,247.002380952,209.22,222,241.76,243.27,247.905,10.8089117067,23.0600426029,35.9838970636,49.6835313151,42.8636616367,10,213.3982695026014,254.3865292095445
601,601,11/07/2019,2,215,220.49,15925,23607,4781,11937,3988,883,1433,209.73,363.61,3,7,216.33,220.95,215.42,221.28,197.44,113.53,235.16,209.9,340.88,474.66,302.16,219.860416667,221.638333333,192.833194444,197.276354167,209.117797619,215.93,220.265,215.43,215.48,218.115,7.80618343487,14.3739552195,46.4394257837,44.9779966585,38.1586314456,211.870416667,227.856458333,243.357916667,240.841770833,246.572619048,209.22,218.75,241.76,243.27,244.905,10.5795423913,22.3501299429,35.8526445068,49.7636471839,42.8716038544,10,208.83841437203046,246.6801249833697
602,602,11/07/2019,3,214.75,217.51,15700,23607,4755,11738,3962,857,1413,209.61,361.28,3,7,216.33,216.33,220.95,215.42,190,100,230.68,210.02,334.29,349.19,298.55,219.898333333,222.186875,194.448888889,197.491145833,209.060238095,216.33,220.265,215.43,215.53,217.74,7.78586102394,13.6237033982,45.1704413994,45.0196537635,38.1403022253,211.90375,226.380625,243.4825,241.147291667,246.334642857,209.22,216.5,241.76,243.27,243.725,10.572086221,21.0783978767,35.7188946231,49.4796864535,42.9633293279,10,206.98226693869105,244.24900982490726
603,603,11/07/2019,4,207,217.47,15575,23607,4695,11673,3902,815,1402,209.85,358.94,3,7,216.32,216.33,216.33,215.42,190,97.52,230,209.9,331.21,333.5,296.12,219.935833333,222.735208333,196.098888889,197.705833333,209.00922619,216.33,220.265,215.48,215.67,217.475,7.76549442233,12.8057849277,43.7266314429,45.0601942357,38.1247313763,211.942083333,224.902291667,243.52,242.562916667,246.164404762,209.28,216.5,241.76,243.27,243.725,10.5626878081,19.6136906418,35.6816643252,46.5016731995,43.0511319122,10,203.86453398495686,243.13467049930105
604,604,11/07/2019,5,215,220.54,15175,23607,4626,11342,3833,746,1366,240,356.49,3,7,205,216.32,216.33,205,180,92,225.25,203.97,330.89,349.6,299.4,219.935833333,223.256041667,197.668333333,197.862083333,208.925714286,216.33,220.265,215.48,215.67,217.47,7.76549442233,11.4693492998,41.9286118654,45.0591992107,38.1180152227,211.984166667,224.030625,243.471805556,243.9271875,246.02672619,209.28,213.4,241.76,243.27,243.725,10.5272986405,19.5944577929,35.7333891017,43.2845766795,43.1493385646,10,200.54480274954344,239.18365748158604
605,605,11/07/2019,6,215,217.5,15550,23607,4513,11817,3733,618,1400,224,362.98,3,7,210,205,216.32,210,197.46,88.52,225.1,203.85,343.54,340.88,308.94,219.935833333,223.517291667,199.355555556,198.226666667,208.836369048,216.33,220.265,215.48,215.67,217.375,7.76549442233,11.0025833987,39.8681542895,45.0138434769,38.0976749636,211.770416667,223.90125,243.176666667,245.298125,245.865178571,209.28,213.4,241.76,243.27,243.725,10.6423998108,19.7088306836,35.9742130648,39.727618189,43.2566435031,10,202.5841884075103,243.61669027188708
606,606,11/07/2019,7,241.99,232.68,17825,23705,4363,14220,3605,469,1604,282.31,439.93,3,7,237.31,210,205,236.58,236,94.45,255.44,209.9,435.09,334.29,332.67,219.96625,223.544583333,201.339722222,198.66,208.73172619,216.33,220.265,215.53,215.81,217.375,7.83464425124,11.0357799054,38.0888983853,45.1892542653,37.9944256075,210.414166667,222.588958333,242.099444444,246.718958333,245.435416667,209.28,210.16,240.535,243.27,243.39,8.40059827925,18.4333546247,35.7902728893,35.7596621166,43.2531482064,10,213.18605398460622,266.7905665558864
607,607,11/07/2019,8,255.1,270.04,19775,23705,4295,16219,3556,353,1780,288.2,374.99,3,7,237.31,237.31,210,215.53,220,104,219,243.07,354.92,331.21,403.86,220.87375,223.905208333,203.19125,198.8040625,208.787142857,218.165,220.53,215.67,215.81,217.375,8.52907549529,11.1991040655,36.4973989016,45.291142891,38.0294709567,211.819583333,222.583541667,242.127222222,246.428125,245.492380952,209.28,210.16,241.225,243.21,243.39,10.7156044197,18.4271673271,35.7902387834,35.6736210463,43.2436359547,10,229.4923956319424,290.93233403378457
608,608,11/07/2019,9,278.4,299.21,20850,23705,4297,17292,3558,322,1877,319.75,380.51,3,7,243,237.31,237.31,220.53,237,125,240,243.19,359.6,330.89,413.5,221.81,224.030208333,204.830138889,198.817604167,208.893928571,218.165,220.53,215.81,215.81,217.375,9.64940457726,11.3803902804,35.5745092112,45.3042958517,38.1005593816,213.245,222.1075,241.512361111,246.076875,245.503392857,209.4,210.16,241.225,243.2,243.39,12.4555425065,17.5551581194,35.3783719835,35.5360727419,43.242807769,10,240.2233787979462,304.90747989545844
609,609,11/07/2019,10,298,304.85,21200,23705,4310,17629,3571,345,1908,319.76,548.13,3,7,257.75,243,237.31,230.9,242,130.53,241.99,243.19,361.3,343.54,398.99,222.92875,224.358333333,206.597083333,198.835416667,209.016845238,218.165,220.53,215.81,215.81,217.375,12.015515807,12.1130027434,34.9867088421,45.3273613643,38.2252059227,214.665416667,221.870208333,240.831388889,245.725625,245.462857143,209.68,210.16,241.225,243.19,243.33,13.8302321585,17.1798582574,34.8566147987,35.3944676858,43.241759246,10,242.2506844682974,309.90269826875635
610,610,11/07/2019,11,295.95,301.29,21250,23705,4372,17617,3633,393,1913,288.21,537.18,3,7,255.75,257.75,243,224.23,240,134.04,242.97,243.19,362.47,435.09,385.53,224.242083333,224.686458333,208.2875,198.8259375,209.140357143,218.165,220.53,216.065,215.81,217.375,13.7599216312,12.7426860941,34.3664374739,45.3152349327,38.3430062933,216.080833333,221.864791667,240.150416667,245.374375,245.473154762,209.9,210.16,241.225,243.19,243.33,14.9422802278,17.1729491624,34.313225982,35.2487569863,43.2410062801,10,244.67843882295992,309.8883966419546
611,611,11/07/2019,12,299.73,301.21,21525,23705,4426,17838,3687,449,1937,319.75,560.04,3,7,256.97,255.75,257.75,224.35,238.94,140,242.31,250,361.3,354.92,412.97,225.60125,225.062083333,209.912083333,198.829166667,209.22827381,218.165,220.53,216.325,215.81,217.375,15.2963253082,13.4195517822,33.8537595198,45.3194104265,38.4360827385,217.476666667,221.864791667,239.194444444,245.102395833,245.365595238,209.9,210.16,241.225,243.19,243.33,16.469766416,17.1729491624,33.0249497612,35.1095621926,43.2069219574,10,247.70559843473913,313.7643122696612
612,612,11/07/2019,13,300,304.65,21675,23705,4471,17943,3732,502,1951,319.76,533.46,3,7,255.75,256.97,255.75,231.11,242,140,242.97,243.19,360.13,359.6,399.94,226.627916667,225.348541667,211.519722222,198.845729167,209.250595238,218.165,220.53,216.33,215.81,217.375,16.4644383522,13.9260064367,33.2296322017,45.3401303772,38.462150844,218.882083333,221.6225,238.14375,244.759479167,245.178214286,209.9,210.16,241.225,243.19,243.27,17.1797752628,16.77553912,31.6292393891,34.9639853615,43.1472933258,10,248.48866909871168,315.33095996417507
613,613,11/07/2019,14,298.43,308.82,21600,23705,4514,17825,3775,556,1944,319.76,518.69,3,7,247.66,255.75,256.97,225.09,242,140,242.97,237.66,358.64,361.3,362.86,227.568333333,225.466458333,213.015,198.854270833,209.228690476,218.165,220.53,216.665,215.81,217.375,17.0083686989,14.0929622529,32.3773672907,45.3493435395,38.4390777578,220.062083333,221.365416667,237.01625,244.350625,245.156309524,209.96,210.16,238.83,243.14,243.27,17.4660774271,16.4222384198,30.1231842975,34.8132347735,43.1501875789,10,247.59278183362622,314.1817997619086
614,614,11/07/2019,15,272,277.59,21300,23705,4558,17481,3819,588,1917,319.75,483.93,3,7,237.31,247.66,255.75,220,238.94,135,235,233.5,358.22,362.47,346.12,228.289583333,225.4325,214.435972222,198.853333333,209.198690476,218.43,220.53,217.5,215.81,217.375,17.0404652619,14.0617349343,31.1261393099,45.3485392248,38.4150324799,221.07375,221.160625,236.266805556,243.8984375,245.2575,213.26,210.16,235.58,243.08,243.27,17.5138856247,16.2023232385,29.5156188219,34.6674910157,43.1024907341,10,247.18283526719082,309.7067832048679
615,615,11/07/2019,16,272,289.44,21200,23705,4530,17409,3791,589,1908,299.37,472.03,3,7,237.31,237.31,247.66,220.53,238.94,130,233.6,216.5,356.73,361.3,349.09,228.98875,225.398541667,215.926388889,198.997395833,209.23625,218.64,220.53,219,215.81,217.375,17.0524845346,14.0303541742,29.5556877253,45.4494515107,38.4395528224,221.377083333,220.606666667,235.28125,243.268854167,245.110357143,216.5,210.16,233.5,242.82,243.27,17.3620424262,15.8881142961,28.9616655296,34.6098854412,43.1585144824,10,243.16300385097395,308.60741104780743
616,616,11/07/2019,17,255,266.06,21000,23705,4504,17235,3765,561,1890,299.37,377.96,3,7,220,237.31,237.31,215.43,215.81,128.52,220,242.95,354.49,360.13,356.4,229.179166667,225.485833333,217.196944444,198.9765625,209.224345238,220.475,220.53,220,215.81,217.375,16.9194947804,13.982380833,27.6501618893,45.4392537195,38.4358857338,223.043333333,220.803541667,234.227222222,242.7959375,245.166607143,216.5,210.16,233.5,242.76,243.27,17.4364689452,16.1083025361,27.2055291202,34.2961587101,43.1494489918,10,241.49529918669631,306.0325135398279
617,617,11/07/2019,18,255.1,265.69,20600,23705,4418,16921,3679,474,1854,288.21,376.05,3,7,220,220,237.31,215.43,215.81,127.71,218.89,233.5,354.28,358.64,361.06,229.369583333,225.573125,218.47875,199.0028125,209.220952381,220.475,220.53,220,215.81,217.375,16.7831972078,13.9336838397,25.4987928981,45.4507820025,38.4349033652,224.325833333,220.810625,233.042083333,242.224583333,245.267797619,218.75,210.16,233.5,242.51,243.27,17.0032336865,16.1139254441,25.2569245246,33.9847366333,43.1017270091,10,237.4153155370916,301.16386956247266
618,618,11/07/2019,19,254,257.53,20250,23705,4341,16648,3602,367,1823,288.21,373.39,3,7,220,220,220,215.43,215.81,130.53,210.95,242.95,353.43,358.22,392.84,229.56,225.660416667,219.721388889,199.029166667,209.231488095,220.475,220.53,220,215.81,217.375,16.6435105515,13.8842555801,23.2316963727,45.4623347553,38.4376301967,226.002083333,221.490833333,232.423888889,241.734479167,245.458511905,227.25,213.26,233.5,242.51,243.27,16.7619405796,16.3482211712,24.4376499271,33.6258667936,43.0195983,10,236.4033050582363,296.62792527015176
619,619,11/07/2019,20,260,259.4,20450,23705,4257,16932,3518,282,1841,288.21,371.91,3,7,243.42,220,220,215.43,222,135,216.3,254.55,358.43,356.73,443.59,230.72625,226.106666667,221.227222222,199.3146875,209.361964286,228.765,220.53,220,215.81,217.375,16.5909188918,14.1065515688,21.0767142869,45.6557646087,38.5166473264,228.141666667,221.929375,231.966805556,241.365208333,245.620119048,233.5,213.26,233.5,242.51,243.33,17.0004116745,16.9485334087,23.6900938367,33.2831526208,43.0023458904,10,236.732087920747,299.7807495912638
620,620,11/07/2019,21,257.1,259.37,20225,23705,4237,16727,3498,247,1820,288.21,371.59,3,7,250,243.42,220,215.53,226,164,215.92,243.31,357.15,354.49,334.36,232.1625,226.606666667,222.421666667,199.679270833,209.51077381,236.945,220.53,220.265,215.81,217.375,16.7097881365,14.5219096882,20.2068094087,45.9213115814,38.62556674,229.25875,221.931458333,231.353611111,241.015208333,245.694166667,235.58,213.26,233.5,242.51,243.33,17.0828198244,16.9512108385,22.7876787999,33.0814900695,42.9875028549,10,236.580872410241,297.253347574874
621,621,11/07/2019,22,239.82,240.33,20125,23705,4248,16616,3509,255,1811,288.21,508.7,3,7,237.31,250,243.42,215.43,217,194.09,215.85,242.95,492.83,354.28,330.02,233.074166667,227.029791667,223.021944444,199.8859375,209.613809524,237.31,220.74,220.53,215.81,217.375,16.3501952964,14.5319275038,19.9941577833,46.0466940256,38.6767685739,230.360833333,221.926041667,230.735416667,240.86625,245.78672619,240.115,213.26,233.5,242.51,243.33,17.077110772,16.9443068628,21.8276840589,33.0397875694,42.964611304500004,10,236.30253707658477,295.86026645358197
622,622,11/07/2019,23,250,243.07,19275,23705,4196,15836,3439,281,1735,288.21,492.22,3,7,237.31,237.31,250,236.58,250,182,253.25,210.14,355.66,353.43,325.78,233.104583333,226.765416667,223.790138889,200.319270833,209.460892857,237.31,220.74,220.74,216.065,217.375,16.3576781544,14.2171700147,19.4510111612,46.2024615714,38.5148777977,229.009583333,221.220625,230.181805556,240.170416667,245.353154762,235.58,210.08,233.5,241.76,243.32,17.3498962481,16.7089693592,21.8376768567,32.9754172845,42.9545592533,10,222.23594518520997,285.19682717281717
623,623,11/07/2019,24,230.5,232.37,17900,23705,4222,14458,3442,312,1611,282.51,367.02,3,7,229,237.31,237.31,215.42,227,137.54,229.13,203.97,349.71,358.43,314.87,233.670416667,226.807083333,225.060416667,200.944270833,209.389464286,237.31,220.74,221.115,216.325,217.375,15.9491211368,14.220802407,16.5018764991,46.1801501843,38.4671338721,228.3,220.47,229.931388889,239.473333333,244.888095238,235.58,209.96,233.5,240.535,243.26,18.0267648837,16.6565992289,22.0353030005,33.0264730072,42.9772690644,10,213.11210467868764,268.28402138320934
624,624,12/07/2019,1,224.55,216.27,16625,23388,4166,13198,3427,338,1496,232.2,390.85,4,7,210,229,237.31,220.95,218,197.46,225.41,209.2,365.63,357.15,323.75,233.214166667,226.640416667,225.234583333,201.857604167,209.234702381,237.31,220.74,221.115,216.325,217.28,16.4767245364,14.3722896736,16.2710301567,45.47037728,38.4116946065,228.522916667,220.469583333,228.936111111,239.556979167,244.894047619,235.58,209.96,233.33,240.535,243.26,17.7421050364,16.6568868842,21.3089680622,32.938492923,42.9722262656,11,204.47273363480258,266.40118954878864
625,625,12/07/2019,2,217.05,216.42,15900,23388,4185,12454,3446,358,1431,230.91,388,4,7,215,210,229,216.33,221.28,197.44,205,209.2,363.61,492.83,312.73,233.15875,226.509583333,225.478472222,202.914583333,209.114702381,237.31,220.53,221.115,216.325,217.275,16.5381028596,14.4504958257,15.9775022868,44.5659121779,38.3616755787,228.49375,220.182083333,228.068888889,239.641875,244.9,235.58,209.9,228.08,240.535,243.26,17.7745963845,16.7312113687,20.8113129822,32.8485803366,42.9671820455,11,200.05218545814384,257.74792690758727
626,626,12/07/2019,3,217.05,217.4,15613,23388,4195,12157,3456,368,1405,230.91,382.81,4,7,214.75,215,210,216.33,215.42,190,200,202.93,361.28,355.66,309.13,233.092916667,226.495625,225.822222222,204.109895833,209.019880952,237.31,220.53,221.115,216.325,217.27,16.6109899397,14.461754831,15.461351837,43.2973748686,38.327724491,228.198333333,220.051041667,226.986527778,239.661458333,244.81922619,235.58,209.9,222,240.535,243.26,18.1499379965,16.8431526891,20.0392491749,32.8258834003,43.0335945359,11,198.49144675348325,254.50398806590235
627,627,12/07/2019,4,220,220.54,15588,23388,4202,12125,3463,368,1403,230.91,380.91,4,7,207,214.75,215,216.32,215.42,190,195,202.81,358.94,349.71,307.12,232.704583333,226.320208333,226.058333333,205.2503125,208.88297619,237.31,220.53,221.115,216.325,217.135,17.1212618844,14.648813399,15.0304020544,41.8789040839,38.2933978544,227.902916667,219.9225,225.9025,239.615729167,244.786428571,235.58,209.9,218.75,240.535,243.26,18.5147528672,16.9526290561,19.1763947286,32.874602571,43.0636678114,11,198.8890654405155,254.05664076308474
